id,people_name,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
0YkS1uALBq4NMcHLoMdnJw,Lee,1,2015-04-11 03:14:28,2,0,0,,0,1.0,0,0,0,0,0,0,1,0,0,0,0
mpPdf-S53h3LBCZ_NiMv0A,Cierra,2,2020-08-08 14:14:33,0,0,0,,1,5.0,0,0,0,0,0,0,0,0,0,0,0
RgttUOJYzLqdfVs2zSjhnA,Allison,12,2013-11-09 17:25:06,35,2,1,,0,4.0,0,0,0,0,0,1,1,0,0,0,0
tf69R8d_vml5mBxnraOPww,Dominique,4,2015-10-17 16:28:54,5,0,1,,0,2.75,0,0,0,0,0,0,0,0,0,0,0
UQsGrl7GltJf3CyzQ2hwVA,Melanie,2,2012-05-17 00:09:44,1,0,1,,0,4.5,0,0,0,0,0,0,0,0,0,0,0
Ne3btWmasrEbeG6hPwSHOg,Pam,9,2013-09-25 16:30:22,12,3,3,,0,4.0,0,0,0,0,0,1,0,0,0,0,0
KEyU6eEKNL-M8k3tWSoquA,Terri,5,2015-05-14 15:57:16,11,0,0,,0,1.8,0,1,0,0,0,0,0,0,0,0,0
LP9TeBTLFaWoCl4EissnKA,Bob,4,2016-12-11 12:39:39,0,0,2,,0,4.25,0,0,0,0,0,0,0,0,0,0,0
HiUbZADfobgkLMFQyqeedw,Tasha,2,2021-01-14 22:37:12,0,0,0,,0,4.5,0,0,0,0,0,0,0,0,0,0,0
BcOIeN59rWufLvqj8_2mRQ,Nicole,3,2014-08-19 01:05:33,6,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
bvWpZq63eY3YjvyDt7HClw,Lisa,5,2016-05-17 15:21:28,2,0,1,,0,3.4,0,0,0,0,0,1,0,0,0,0,0
z4i8xivjeP9QDgH2R_8dkg,Sue,6,2015-10-02 15:44:48,12,0,0,,0,3.29,0,0,0,0,0,0,0,0,0,0,0
cJ2CL50GM-8NnT9YL7PKug,Yin Yin,23,2012-05-29 00:57:16,25,0,3,,1,2.38,0,0,0,0,0,0,1,0,0,0,0
pk_a3ogG7y00-RqBQFsHOw,Larry,9,2009-04-28 16:24:41,6,2,1,,0,1.38,0,0,0,0,0,1,0,0,0,0,0
UjdWdv1ctIWHeQan-mIvNQ,Marie,3,2012-05-09 00:35:56,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
oW6NUvKNJuClnHm38aNPyg,Delroy,2,2011-10-04 00:49:47,2,1,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
twKh-3hbY9Rajm1dntNQtQ,Greg,4,2012-02-08 13:32:35,0,1,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
OaByvtY4ihAAmiGe_2PJYw,Monuca,1,2016-05-30 14:34:06,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
J2Wgud7vO1l6f37OFG1suw,Giselle,1,2016-03-14 00:29:52,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
SGcplBQe1axWDDJypRNkhQ,Lori,1,2019-05-23 20:06:33,3,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
3wmpcq_CoioUcMY9MXlPFw,Anna,1,2016-04-24 19:01:59,0,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
NFL3Ohmjer3LeLfYyqgoCg,Vonne,1,2017-04-21 23:48:01,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
eA_LtgFCpVMZcQJ0IYCVZg,Mark,2,2019-04-09 16:20:22,0,0,0,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
taIAWv0Km9wrlqkUxkn2bA,John,4,2015-06-28 15:51:17,5,1,1,,0,1.0,1,0,0,0,0,0,0,0,0,0,0
xbsvFXPwPnRXAggnm85b2Q,Joshua,3,2014-07-19 20:22:20,1,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
wWuvUGwYA8zTqx6IR6MJsg,GinaBaby,5,2019-08-19 17:18:17,3,0,0,,0,4.83,0,0,0,0,0,0,0,0,0,0,0
m8pmP8KWgMsdAK-XkatEaw,Michael,7,2013-08-15 15:34:39,10,2,1,,0,2.14,0,0,0,0,0,1,1,0,0,0,0
YS6Ssat7pOPM7VQhWJHv_g,Cami,2,2016-06-07 02:25:16,0,0,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
CtK7Xz7VTvgLC_5OvEpkJA,Erica,4,2011-01-12 15:47:19,2,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
7yLE5GuTiQurKfJDFBoX2g,Khadijah,2,2020-11-01 19:50:31,0,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
vWmNpt9E3WXtT_cV9dggvQ,Scott,5,2019-03-08 20:13:02,3,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
QmoO8vp8AU0cP87r-kYiSQ,Kerry,2,2012-01-08 10:41:20,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
xHT1X5VZOHlstShlW1TxYg,Amber,3,2012-03-03 18:40:04,18,1,1,,0,2.0,0,0,0,0,0,1,0,0,0,0,0
TXep_W-eiFscVzYizbQUFQ,Alhaji,3,2014-09-01 18:23:45,0,1,0,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
Ibfxu7wRIcAT6CVZRNmm5w,X,6,2014-04-18 19:15:33,0,0,0,,0,4.14,0,0,0,0,0,0,0,0,0,0,0
ZyrT6kLmTKLWHnorZw863w,Susan,5,2014-07-20 14:29:25,2,3,0,,0,3.6,0,1,0,0,0,1,0,0,0,0,0
4Aoy_DYOuwo2PTpnlYggnA,Kim,2,2017-04-23 02:28:31,2,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
OGR0a0IOaIIYA63U1OIoWg,Lady,5,2021-01-18 22:24:40,3,1,0,,0,1.83,0,0,0,0,0,0,0,0,0,0,0
lvi67LXqYYWnLidD8wt-XQ,Joe,9,2010-07-15 02:15:56,9,0,1,,0,3.22,0,0,0,0,0,1,1,0,0,0,0
IcuasZ00I4fg4cs97dFMZw,Alicia,8,2019-01-20 23:17:38,3,1,1,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
shFatdQvmThesQu-R9isjg,Rachel,4,2014-12-12 01:31:12,13,3,2,,1,2.0,0,0,0,0,0,0,1,0,0,0,0
qM9xtFz7n3mE2gWL-aRx2A,Scott,34,2013-07-07 05:31:55,15,2,1,,0,2.9,0,0,0,0,0,0,0,0,0,0,0
WJdWwZ-g8monL0WAvruGxA,Van,3,2016-04-28 15:58:51,2,0,0,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
7BVxsZt071RnYKOpXEABdQ,Erin,1,2020-01-29 21:05:29,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
a30SSCCzri3BNp85IuLX6w,Stan,1,2014-01-05 22:33:45,1,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
po45fRqvj9LUBvlGBDV8Gg,Mary,4,2013-12-23 20:41:51,1,0,0,,0,3.33,0,0,0,0,0,0,0,0,0,0,0
bwfJla3nadGxv4v1N1nfOQ,Tara,4,2015-10-17 16:24:27,3,0,1,,0,3.75,0,0,0,0,0,0,0,0,0,0,0
quPvnkXnEfW75TKC3gUlLQ,James,5,2012-01-04 23:49:11,3,0,0,,0,4.33,0,0,0,0,0,0,0,0,0,1,0
3KkiGGMlWe8eCbb0Wtir_w,Michaela,15,2016-03-27 03:33:49,16,4,0,,0,3.81,0,0,0,0,0,0,0,0,0,1,0
8y8Xy377NX3MQmYsDJ1_dA,CB,3,2013-05-25 00:25:01,6,1,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2XihB6BI66DtIrf3VXX4wQ,Amir,9,2016-06-18 20:33:46,3,1,1,,0,4.22,0,0,0,0,0,0,0,0,0,0,0
z3xM33lHr1TuQm9FHmquIw,Nadia,3,2016-09-09 01:30:40,4,2,1,,0,3.67,0,0,0,0,0,0,0,0,0,0,0
de_q7pHmEMi0nrW3Bl2Yfw,Guillermo,4,2014-06-15 23:38:43,2,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
ck8ABWJJAUSjYIV9pNpfjA,L.,1,2020-02-27 05:27:18,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
jQvrsgZ_bA_EG53Qrj328Q,James,6,2016-03-12 20:53:40,3,0,1,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
legwExaW04WywycwmrjxBQ,Ronald,5,2011-08-31 13:55:36,3,0,0,,0,4.8,0,0,0,0,0,0,0,0,0,0,0
GNQ9EDYuJgGBN03Cs5_mvg,Dawn,6,2014-11-17 23:26:25,6,2,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
Nnxu0hwnQ_c4MZBYqkBCDw,Mugal,2,2018-01-13 13:02:53,8,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
6W0JGIQi-rARosD6p9aA1A,Stephanie,1,2016-02-11 02:06:02,3,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
f-wzkw7NgkgQ3e6aMx_7Ng,Lorenzo,16,2014-05-01 22:24:29,2,0,1,,0,4.21,0,0,0,0,0,0,0,0,0,0,0
xvdkeWY0421VZicMbYmz2w,Leontyne,3,2020-06-23 20:33:25,0,0,0,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
QSmm-BVlRUoBiVyBmQkldw,MaggieMay,23,2009-07-31 16:16:42,19,4,2,,0,4.24,0,0,0,0,0,0,0,0,0,0,0
CsBrAdF-fU3OxYVV8Ut2kg,Ryan,5,2015-05-05 02:18:07,1,0,0,,0,1.8,0,0,0,0,0,0,0,0,0,0,0
omUD1tyo6qvlI64oFwheKw,Norm,6,2015-03-17 17:03:17,2,0,0,,0,3.67,0,0,0,0,0,0,0,0,0,0,0
EnvTIL6t05FThUpM6DUAZg,Sade,4,2016-04-14 21:09:11,1,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
Yq51_kbuqbk87_BwSlZ9TA,Charles,4,2014-05-01 11:54:19,1,0,0,,0,2.25,0,0,0,0,0,0,1,0,0,0,0
0uE9MApblO1-SWxqhotabw,Joseph,1,2019-05-23 16:54:54,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
_FuSYOyjbh4XLUbjNxFUAg,Corinne,2,2016-06-01 14:23:17,3,0,0,,0,1.5,0,0,0,0,0,0,0,0,0,0,0
brKicvQSXiiivTERYDPYbw,Dya,8,2015-07-31 04:06:33,6,0,4,,0,3.63,0,0,0,0,0,0,1,0,0,0,0
gWnBkcdoZo3f08nrKghE1w,Sean,15,2012-06-26 00:15:40,6,3,1,,0,3.4,0,0,0,0,0,0,0,0,0,0,0
ylbxOwbhmWoAW1SWKB2Cng,Sue,2,2012-06-18 01:36:58,3,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
-23fvrDipXmZf9edeiF2yA,Lee,5,2014-07-16 13:40:08,5,0,0,,0,3.2,0,0,0,0,0,0,0,0,0,0,0
CK-pDVKNWwJTsLkJ0u3svA,Tim,4,2012-07-09 16:52:49,1,1,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
kW6u3vwNXcKc7OUO5hkQfw,Steve,2,2018-09-29 19:46:34,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
kLI4g7qrfiDfIcLQqKj59g,Gloria,5,2018-08-26 19:45:07,0,0,1,,0,3.4,0,0,0,0,0,0,0,0,0,0,0
Vt8xWX9H3GtP4jISv8LPBw,Kim,11,2017-06-25 10:15:31,15,5,1,,0,1.57,0,0,0,0,0,0,0,0,0,0,0
Fkba3TPoumDN_Bi5qkvPpQ,S,1,2020-12-20 16:52:34,0,1,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
s3wHFUv7H_Yz5gsWCTNJ7A,Jessica,25,2015-04-15 17:37:41,8,7,1,,0,3.31,1,0,0,0,0,0,0,0,0,0,0
GnnAEm0XRcZZi4SZ91RXdA,Kim,8,2015-09-29 20:00:24,4,0,0,,0,3.25,0,0,0,0,0,0,0,0,0,0,0
WbOpKvE_WoAKtuBh5dg_Gg,Alan,5,2013-01-28 22:47:23,8,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
jT4GlwGLXjMym741EwYOUw,David,1,2014-03-21 21:44:04,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
ld0owKatIVOSgh892ydvgw,Nia,2,2015-04-11 20:46:18,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
XJ6kB-V9qakJb4-SMI5uhA,Larry,3,2014-12-03 21:21:59,2,1,0,,0,1.0,0,1,0,0,0,0,0,0,0,0,0
3VsY1wgOfkrYs7Q0iIw48w,Jake,2,2012-02-09 17:48:33,3,0,1,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
E2AqYXUnN9tIEhd1qy_yGw,Reese,4,2019-01-04 14:35:14,2,0,0,,0,3.25,0,0,0,0,0,0,0,0,0,0,0
Wf-6r7c7l7srbdoEbTFhrQ,Christopher,3,2017-11-11 23:24:03,1,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
0Vxh6gqNGE1Ss1KChOrnng,John,33,2019-01-22 23:51:37,9,2,1,,0,3.51,0,0,0,0,0,0,0,0,0,0,0
19db0FoXZ3Z42YlxJNc3yA,Jc,7,2015-04-21 00:56:23,0,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
hzxLiDkJWweBkAua387EkA,Keith,1,2018-03-17 15:16:37,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
A_JDK0YVdfSMpDVQtcgS7w,Eric,10,2015-01-19 04:49:16,5,0,1,,0,4.6,0,0,0,0,0,1,0,0,0,0,0
YPImr70HVuUYwoJU7-ZECg,Bicole,5,2016-10-18 22:56:03,5,1,0,,0,2.5700000000000003,0,0,0,0,0,0,0,0,0,0,0
n4m49-zKm0spHyNK8oRprw,Jasmine,1,2015-05-19 17:11:48,1,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
6KpijP_cH9L__FSQOSOpNg,M,3,2018-12-22 23:49:05,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
LIwSujJhHX5c4tFaNsdoag,Kathi,3,2014-10-15 20:14:11,4,5,0,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
Nfu2Syrftq2bxxN-_BCiqA,JR,4,2014-01-12 12:50:26,3,0,0,,0,2.2,0,0,0,0,0,0,0,0,0,0,0
7TlPQSsi68tNKOifAlM45g,Danielle,1,2011-09-12 22:35:43,0,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
7P1d1ocjb-iMMO9p91bLeg,Liz,3,2018-11-07 23:37:09,5,1,0,,0,1.67,0,0,0,0,0,0,0,0,0,0,0
4U7_YakOL1IqLY5hJ1Z3qQ,Jacqueline,7,2018-07-13 02:50:14,2,0,0,,0,3.71,0,0,0,0,0,0,0,0,0,0,0
37ScVhExy94GTWBSYCddXg,Johnelle,4,2020-03-02 19:48:01,1,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
p9V5JcIRJbPU6OsBYzWMoQ,Lisa,4,2015-06-22 22:06:48,3,0,0,,0,3.0,0,0,0,0,0,1,0,0,0,0,0
d0lRMD8pOq5bQXNkmJOXLg,GoldenMoo,5,2009-09-11 00:49:53,2,0,0,,0,3.17,0,0,0,0,0,0,0,0,0,0,0
rRTkdcPvdBCLMwczz8qZlw,Scott,3,2016-06-18 17:34:58,2,0,2,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
n_XhHoCfJfPA18So5p9ZIA,Jim,12,2017-02-18 16:36:51,6,1,0,,0,4.67,0,0,0,0,0,0,0,0,0,0,0
YhjqjXKzyVDrOZXuzcMYVw,Katie,4,2014-03-11 00:10:45,7,0,2,,0,4.0,0,0,0,0,0,0,0,0,0,0,1
XzEGty8eS21TNX1U9MmpMA,Rosemary,3,2018-09-12 10:28:24,2,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
-lysdZihfKDEoU-raBgt_Q,Lauren,1,2012-05-07 13:13:03,1,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
ZUpiDrvBd8jk2o5vTCucnA,Nick,1,2018-05-13 18:33:37,0,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
OviOS9tfj4_Ob3GAX4JU9w,Jason,1,2021-02-15 04:06:23,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
jnEBB8tb-iFut5KbSCXBtg,My Two Cents,8,2013-04-28 02:24:53,0,0,0,,0,3.13,0,0,0,0,0,0,0,0,0,0,0
iEdXlrT1ZoC83tYnds6wcQ,Anonymous,1,2017-09-05 14:24:28,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
VIxold_Gde7G0azIL7B80w,Shirley,6,2011-05-07 21:32:41,5,0,0,,1,2.83,0,0,0,0,0,0,0,0,0,0,0
g0Z3e_vvoMQdUMSGoQItIw,Ebonie,1,2018-11-01 23:51:51,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
ODxCiLYtlP9bKWT1dtnA7g,Jason,6,2012-05-28 02:53:25,0,0,0,,0,4.83,0,0,0,0,0,1,0,0,0,0,0
zyTCJLh4oUsuRar4kxRfgg,Steven,22,2011-09-07 02:43:38,15,4,3,,1,2.43,0,0,0,0,0,1,0,0,0,0,1
A-zTMYx7UFkdx32qmz1lmw,Summer,1,2016-12-12 21:31:54,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
GaudWHXQfWIjTDegcQ0wOw,Tiffany,1,2012-05-26 18:56:22,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
ei4hKGsLXlK5HKi_-UlXXA,Bunny,5,2014-09-15 20:24:41,13,6,0,,1,3.0,0,0,0,0,0,1,0,0,0,0,0
H2blf9bmqsnPqurV75KIYw,Sydney,2,2017-05-03 02:39:36,0,1,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
e8Qm12kIjLksVA6jAg78cw,Larry,3,2012-07-09 19:14:10,3,1,2,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
xsIyhIIDmVDYVi1hOMZcfA,David,1,2011-12-04 20:31:03,0,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
HHURoopBQ19qyIfSuXWj9w,Monica,4,2014-03-11 18:39:37,3,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
oS7oduOEkcILTDZxTZD5xw,Joseph,7,2015-06-26 23:52:34,7,0,6,,0,4.75,0,0,0,0,0,1,0,0,0,0,0
HI_jfEKHN0Bn1Qz3HCI0SQ,Samuel,5,2015-07-12 22:26:19,5,0,0,,0,2.2,0,0,0,0,0,0,0,0,0,0,0
Ekph-N3lXcRo2na5O6rBag,Angela,5,2016-06-13 15:28:25,0,0,0,,1,4.2,0,0,0,0,0,0,0,0,0,0,0
Xopn82XggiFWVPwLDQeBbg,Tyshea,12,2017-03-31 15:36:16,2,0,0,,4,5.0,1,0,0,0,0,0,0,1,1,1,3
nhjH7DmG219T7Z2yUhvErA,Samantha,6,2015-10-08 15:34:54,8,3,2,,1,3.67,1,0,0,0,0,0,0,0,0,1,0
WMNYnrQhRzPcZj9A7aQEgQ,Naas,4,2015-05-09 23:39:44,5,0,0,,0,3.17,0,0,0,0,0,1,0,0,0,0,0
VkMZItiF34mwSW2Ueqv61Q,Shari,1,2018-12-27 23:27:43,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
ODcuX3itKNMldIiAWtwdXA,Ken,5,2017-07-13 21:13:06,0,0,1,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
E0hObHXdqD2FQUurJfsFQQ,Bern,17,2016-04-22 22:27:17,4,0,1,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
jYEoj5nH96SKbIPQyRZ61g,Dana,9,2017-11-26 23:58:12,4,2,2,,0,4.9,0,0,0,0,0,0,0,0,0,0,0
68GAp16tCeHdR1I7fehlow,Kelley,16,2014-02-01 19:58:20,18,1,4,,0,3.59,1,0,0,0,0,0,0,0,0,0,0
XBfE36t2fmgR-ggATcU89g,Joe,1,2016-04-06 02:22:16,0,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
Ne8Xb3TdPKfzG2BomV2e2g,Vince,3,2017-03-12 20:13:14,1,0,2,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
83jPvlJ6eOKVVyiwWj67zQ,Consumer,11,2015-06-06 17:20:27,21,8,2,,0,2.8200000000000003,0,0,0,0,0,0,0,0,0,0,0
rstZZqz_yMIQICTWqRk77w,William,6,2014-05-17 13:02:59,13,9,5,,0,4.5,0,0,0,0,0,0,0,0,0,0,0
KbCJbIBnp3NSXHDPqQcDOw,William,5,2011-06-27 19:29:50,6,1,0,,0,2.6,0,0,0,0,0,0,0,0,0,0,0
FDHW12Ik2ATdklTNtIDHew,Rochelle,4,2017-04-30 21:43:31,0,0,0,,0,4.5,0,0,0,0,0,0,0,0,0,0,0
r7oVUu_1-jVmllejAm3VCw,Elizabeth,3,2015-09-16 17:02:57,3,0,1,,0,2.67,0,0,0,0,0,0,0,0,0,0,0
uRjMJEiwi9CdiW54KCRrNw,Bobbi,18,2012-05-12 23:23:11,35,6,12,,0,3.5,1,0,0,0,0,0,2,0,0,1,0
N-fto_KNfhvm24iqcabbTA,Ray,5,2014-09-12 23:59:27,5,1,2,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
9GyVzBrOjxwGYejRFVwMpw,Shea,29,2016-01-25 21:05:05,22,6,7,,1,4.79,0,0,0,0,0,1,2,0,0,0,0
gQzdBYjozgNcaj_4Sl1OAA,Jay,13,2016-08-13 02:42:16,1,0,2,,0,3.92,0,0,0,0,0,0,0,0,0,0,0
J2GFoToYZWWojfSKW73xIw,Cathy,4,2017-05-06 13:42:45,2,1,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
I1FfdNxlcgP0z_FBmPBpSw,Bridget,1,2016-06-05 20:27:27,0,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
s5GotMTFg0Z5hN2mpWuVVg,Deja,2,2017-04-24 17:45:17,0,0,0,,0,2.5,0,0,0,0,0,0,0,0,0,0,0
uju1ra-Oj9rUrJ5ArtKqAQ,Shawn,3,2012-05-22 18:24:41,0,1,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
onGlbHG4_nWbObpMNKXHoQ,K,1,2014-02-26 01:25:04,0,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
KkauqAJT01DJLobv_UwI-A,Rhonda,6,2017-02-17 16:27:26,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
uTrjgCmoS71EK4wpAchzWw,John,3,2012-08-26 21:15:39,33,2,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
oPwhsN1CxpFXCixicFIbsA,Lynsey,1,2017-03-21 02:17:08,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
-27LxQq2L2oXHPYXzspBNA,Gregory,2,2015-08-06 15:20:49,3,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
NyqbPLj8wXlMOhqc2210BA,Chelsea,2,2019-02-01 01:10:31,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
5nfUbKfXd1bTbQ7cfypMow,Malinda,3,2017-10-07 06:54:15,1,0,0,,0,3.67,0,0,0,0,0,0,1,0,0,0,0
LZ7aLkB_OpKXCAEPZUhnLA,Jadia,1,2016-06-14 01:12:04,2,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
ChD1Ml_OH3yImcbGQt7dsA,Agnieszka,3,2014-12-27 23:21:47,0,0,0,,0,3.67,0,0,0,0,0,0,0,0,0,0,0
n2jhk4T1TNz-lxTUqInHRQ,Carla,9,2016-08-29 20:28:55,0,0,0,,0,4.64,0,0,0,0,0,0,0,0,0,0,0
wWDviPa4EDVQqBwrssGx0Q,Kimmie,10,2014-05-08 07:47:29,10,0,3,,0,2.59,0,0,0,0,0,0,0,0,0,0,0
bniyxfd_oKmgow4yb2lwkw,Meghan,4,2015-08-17 16:36:35,4,1,1,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
oeqDdq3sQchwpEiDY9jQug,Kristie,8,2013-04-18 19:26:02,11,2,0,,0,3.56,0,0,0,0,0,0,0,0,0,0,0
HXIoUDatta7UOK1eIh9CnQ,Terry,2,2018-04-29 15:31:10,0,1,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
PiHYpFsrlG-BSufvYUGmRw,Marcia,7,2017-03-18 17:12:30,0,0,0,,0,2.29,0,0,0,0,0,0,0,0,0,0,0
gdxI9GWZhvVVoRD05bsWsg,Sabrina,1,2018-01-08 01:12:44,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
wEkFOqWkal23J2sFz8Jo7w,Andrea,2,2014-09-22 12:59:21,0,0,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
Vj9jt9-EsILvllLiz4Slkg,Monica,3,2014-06-15 03:06:44,0,0,0,,0,3.67,0,0,0,0,0,0,0,0,0,0,0
9mRZy0R6mqT9YlglIzbDTw,Lynnette,2,2019-03-03 13:32:38,0,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
V_GUiV9qmwiHf2mpoe6Z5A,Donna,4,2014-05-12 01:17:11,16,3,1,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
POOtt67NBlwkKgoi7_oJ_A,Michael,3,2016-12-30 16:46:51,6,4,0,,0,1.33,0,0,0,0,0,0,0,0,0,0,0
IMDUsBvbRPiUPhBwbNCCdA,Katelyn,1,2013-11-16 01:30:56,5,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
kXOV3PVpMPF7mMGPH8IhPA,Mikaela,1,2017-03-18 18:52:15,0,1,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
tbViRH-G0BwJ97KJvN-rIg,Rachel,1,2019-04-27 21:15:15,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
867CuU8wSsulf-gcgqLdbw,Jennifer,1,2018-03-23 17:06:06,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
3YTXeDgdX6r-3L_6-f-XTg,Mike,2,2016-03-25 00:31:24,3,0,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
6SxQwAuZjKvLDzyHXFowXQ,Cathy,1,2017-05-16 21:01:22,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
X1d6nENOGGlcC5HPw_Sr8g,Christine,28,2016-05-21 02:11:35,12,1,6,,0,4.38,0,0,0,0,0,0,0,0,0,0,0
0zGrw6JCWTenp8fZaQNl4w,Star,2,2013-10-23 19:52:32,0,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
bt0J04U2GxlHI_rzcDcd1g,Jimmy,14,2016-06-29 04:47:45,15,1,1,,0,1.8,0,0,0,0,0,0,0,0,0,0,0
44KX42_GgsRFGJ2wX6hA1w,Sierra,2,2016-08-01 14:06:32,1,1,0,,0,1.33,0,0,0,0,0,0,0,0,0,0,0
-yNipHPnS5_wyF-qNnIbFQ,Kelley,1,2019-06-15 00:56:51,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
HcbJxGQGJYpIzf_BpSsmdg,Bridgette,1,2019-06-29 00:24:14,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
Umc9wyi_80nDlLWZ87lIdg,Tamme,6,2013-08-17 22:18:17,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
